sample_size,rep,group,HV,IGD,archive_rows,non_dominated_rows
100,80,NSGA-II_downsample,1.3309999978397702,0.43273864697980147,100,13
100,81,NSGA-II_downsample,1.3309999947317526,0.5037130156246167,100,10
100,82,NSGA-II_downsample,1.330999993087371,0.5160037595946553,100,9
100,83,NSGA-II_downsample,1.3309999999366788,0.6406127636333491,100,5
100,84,NSGA-II_downsample,1.3309999941629596,0.3849775049739104,100,14
100,85,NSGA-II_downsample,1.33099996922092,0.5693391278539682,100,7
100,86,NSGA-II_downsample,1.3309999823708893,0.4950411478133529,100,10
100,87,NSGA-II_downsample,1.3309999958112428,0.4040518844329941,100,13
100,88,NSGA-II_downsample,1.3309999415765705,0.5944970928258956,100,6
100,89,NSGA-II_downsample,1.3309999523456537,0.45973710687142144,100,12
100,90,NSGA-II_downsample,1.3309999883115748,0.42118302594887014,100,12
100,91,NSGA-II_downsample,1.3309999988871706,0.4973915308532158,100,8
100,92,NSGA-II_downsample,1.330999982014338,0.4660380593532851,100,12
100,93,NSGA-II_downsample,1.3309999999366784,0.7159789711196255,100,3
100,94,NSGA-II_downsample,1.3309999999471378,0.6406127708754659,100,5
100,95,NSGA-II_downsample,1.33099999995231,0.4981671892489378,100,8
100,96,NSGA-II_downsample,1.3309999992652544,0.36200242615618,100,19
100,97,NSGA-II_downsample,1.3309999900803302,0.39680609982187864,100,13
100,98,NSGA-II_downsample,1.3309999999471378,0.6085821323316926,100,6
100,99,NSGA-II_downsample,1.3309999999471378,0.6085821323316926,100,6
