feature,count,min,q01,q05,q10,q25,median,mean,std,q75,q90,q95,q99,max,record_type,component_index,explained_variance_ratio,cumulative_explained_variance,sample_id,normalized_nearest_neighbor_distance,OSLI
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,136.0,0.25751688444139165,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,137.0,0.09319691873162854,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,138.0,0.21285392179052653,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,139.0,0.22694187685296208,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,140.0,0.2489400959916034,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,141.0,0.40055060234121653,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,142.0,0.19497510847073501,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,143.0,0.20704324577179875,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,144.0,0.31031041885278043,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,145.0,0.12808935841289823,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,146.0,0.17920103209054047,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,147.0,0.21064721792604982,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,148.0,0.21124838591942413,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,149.0,0.24469480708616856,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,150.0,0.20569524940599518,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,151.0,0.1990493170944915,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,152.0,0.15137402497387833,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,153.0,0.2947466916093777,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,154.0,0.17407238570592648,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,155.0,0.2062992515060754,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,156.0,0.19708014008618707,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,157.0,0.13904909948076608,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,158.0,0.17964390573417327,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,159.0,0.2775889426292815,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,160.0,0.21748933222662936,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,161.0,0.3996794856286733,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,162.0,0.4564252109319588,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,163.0,0.1487839790364637,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,164.0,0.2238353040336385,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,165.0,0.10515625969863451,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,166.0,0.19510237326398297,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,167.0,0.15184553133052017,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,168.0,0.15182195859572734,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,169.0,0.15185555096436143,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,170.0,0.14597029373645773,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,171.0,0.16246923163136714,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,172.0,0.1662462213390271,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,173.0,0.24443686821309862,
